"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"15.07.2022","973,51","1.049,75","1.050,75","956,25","-7,22%"
"14.07.2022","1.049,30","1.009,25","1.061,63","1.009,25","4,01%"
"13.07.2022","1.008,80","1.019,65","1.031,66","998,74","-1,02%"
"12.07.2022","1.019,20","993,16","1.027,27","992,71","2,60%"
"11.07.2022","993,35","974,10","1.000,95","973,65","2,12%"
"08.07.2022","972,73","951,78","979,32","949,90","2,38%"
"07.07.2022","950,13","970,00","985,52","941,38","-2,00%"
"06.07.2022","969,55","953,30","994,42","950,82","1,75%"
"05.07.2022","952,85","928,75","954,75","927,43","2,64%"
"04.07.2022","928,30","932,58","933,11","925,00","-0,39%"
"01.07.2022","931,89","916,75","940,41","916,63","1,70%"
"30.06.2022","916,30","926,80","940,27","916,55","-1,05%"
"29.06.2022","926,00","911,17","931,09","906,21","1,72%"
"28.06.2022","910,35","920,59","920,97","906,40","-1,06%"
"27.06.2022","920,14","917,87","921,47","917,54","0,37%"
"24.06.2022","916,77","904,03","919,57","897,86","1,56%"
"23.06.2022","902,65","890,26","908,01","888,48","1,55%"
"22.06.2022","888,88","874,00","891,64","874,00","1,89%"
"21.06.2022","872,35","883,60","883,60","874,00","-1,11%"
"20.06.2022","882,10","876,79","885,96","870,51","0,71%"
"17.06.2022","875,86","867,10","878,24","864,15","1,10%"
"16.06.2022","866,30","857,02","875,07","856,21","1,19%"
"15.06.2022","856,08","869,03","869,54","853,23","-1,38%"
"14.06.2022","868,10","862,96","873,70","855,95","0,71%"
"13.06.2022","861,99","844,63","871,37","844,24","2,16%"
"10.06.2022","843,80","826,50","846,72","822,84","2,29%"
"09.06.2022","824,90","821,75","830,80","821,50","0,45%"
"08.06.2022","821,20","825,00","826,72","819,11","-0,34%"
"07.06.2022","824,00","822,74","833,19","821,59","0,24%"
"06.06.2022","822,05","811,80","824,04","808,91","1,35%"
"03.06.2022","811,12","813,23","817,80","807,68","-0,17%"
"02.06.2022","812,54","823,60","824,32","811,15","-1,26%"
"01.06.2022","822,92","824,21","828,09","820,25","-0,06%"
"31.05.2022","823,38","830,49","835,35","820,41","-0,79%"
"30.05.2022","829,94","826,50","831,60","819,50","0,48%"
"27.05.2022","825,95","823,82","827,13","818,53","0,24%"
"26.05.2022","824,00","832,10","834,75","822,69","-0,93%"
"25.05.2022","831,70","830,35","838,00","830,05","0,22%"
"24.05.2022","829,90","830,48","839,08","826,95","-0,00%"
"23.05.2022","829,93","836,50","836,50","826,78","-0,72%"
"20.05.2022","835,95","837,55","840,11","829,07","-0,13%"
"19.05.2022","837,00","854,72","854,78","835,72","-2,00%"
"18.05.2022","854,04","850,99","855,34","847,02","0,46%"
"17.05.2022","850,10","857,78","857,81","848,36","-0,82%"
"16.05.2022","857,09","860,40","860,74","853,95","-0,32%"
"13.05.2022","859,85","865,66","866,34","857,20","-0,61%"
"12.05.2022","865,11","862,13","872,30","861,73","0,41%"
"11.05.2022","861,58","866,85","869,81","857,18","-0,50%"
"10.05.2022","865,90","868,76","871,03","862,23","-0,13%"
"09.05.2022","867,00","858,99","871,64","858,10","1,00%"
"06.05.2022","858,44","862,27","862,55","853,58","-0,38%"
"05.05.2022","861,70","853,51","868,91","851,51","1,03%"
"04.05.2022","852,90","855,51","866,66","851,85","-0,23%"
"03.05.2022","854,90","861,26","861,26","852,27","-0,74%"
"02.05.2022","861,26","852,51","864,30","851,00","1,19%"
"29.04.2022","851,13","858,01","858,51","846,60","-0,67%"
"28.04.2022","856,90","846,95","862,75","846,95","1,34%"
"27.04.2022","845,57","846,91","852,55","841,78","0,00%"
"26.04.2022","845,53","844,91","853,52","840,49","0,12%"
"25.04.2022","844,50","837,25","860,13","836,50","1,00%"
"22.04.2022","836,15","824,85","841,30","824,75","1,51%"
"21.04.2022","823,75","814,45","826,00","811,59","1,24%"
"20.04.2022","813,70","819,80","821,91","812,35","-0,68%"
"19.04.2022","819,30","816,59","822,60","810,91","0,36%"
"18.04.2022","816,40","814,95","820,88","813,80","0,31%"
"15.04.2022","813,85","815,40","815,50","814,42","-0,06%"
"14.04.2022","814,30","805,85","818,32","805,39","1,05%"
"13.04.2022","805,80","806,05","810,21","799,15","-0,07%"
"12.04.2022","806,40","817,25","818,35","800,94","-1,19%"
"11.04.2022","816,15","815,00","824,16","814,03","0,28%"
"08.04.2022","813,90","806,04","819,39","798,27","1,08%"
"07.04.2022","805,22","799,91","816,09","798,00","0,76%"
"06.04.2022","799,16","787,41","802,09","786,74","1,56%"
"05.04.2022","786,90","779,03","788,23","775,49","1,08%"
"04.04.2022","778,50","782,99","783,85","775,67","-0,51%"
"01.04.2022","782,47","786,78","787,09","780,65","-0,43%"
"31.03.2022","785,88","789,13","791,96","783,66","-0,28%"
"30.03.2022","788,08","780,21","791,57","779,91","1,12%"
"29.03.2022","779,38","778,58","784,59","771,50","0,21%"
"28.03.2022","777,75","778,01","780,66","775,34","0,07%"
"25.03.2022","777,18","789,11","791,64","775,95","-1,42%"
"24.03.2022","788,36","792,60","793,16","786,50","-0,41%"
"23.03.2022","791,63","792,78","797,97","790,65","-0,05%"
"22.03.2022","792,03","793,76","796,71","790,47","-0,09%"
"21.03.2022","792,78","803,51","806,54","792,69","-1,21%"
"18.03.2022","802,53","799,55","807,07","798,32","0,49%"
"17.03.2022","798,58","798,10","801,06","794,14","0,18%"
"16.03.2022","797,13","809,88","809,88","796,97","-1,46%"
"15.03.2022","808,90","813,50","818,89","809,45","-0,51%"
"14.03.2022","813,05","805,96","814,45","802,49","0,95%"
"11.03.2022","805,43","802,00","806,46","797,80","0,50%"
"10.03.2022","801,40","804,50","809,25","801,75","-0,31%"
"09.03.2022","803,90","809,90","810,06","800,16","-0,68%"
"08.03.2022","809,37","812,55","814,40","808,37","-0,27%"
"07.03.2022","811,58","807,16","813,72","804,53","0,68%"
"04.03.2022","806,11","796,13","810,26","796,13","1,38%"
"03.03.2022","795,15","804,85","809,30","794,97","-1,12%"
"02.03.2022","804,18","806,69","811,04","802,53","-0,16%"
"01.03.2022","805,49","799,20","809,52","793,22","0,94%"
"28.02.2022","798,00","802,19","809,75","790,20","-0,37%"
"25.02.2022","800,99","816,75","816,90","799,10","-1,80%"
"24.02.2022","815,70","791,17","824,75","791,17","3,23%"
"23.02.2022","790,20","792,72","792,72","783,05","-0,21%"
"22.02.2022","791,89","798,54","799,63","791,59","-0,74%"
"21.02.2022","797,79","801,25","804,33","796,45","-0,34%"
"18.02.2022","800,50","795,25","803,07","790,09","0,76%"
"17.02.2022","794,50","798,05","801,50","794,65","-0,35%"
"16.02.2022","797,30","800,95","804,38","795,77","-0,36%"
"15.02.2022","800,20","813,38","813,38","799,30","-1,57%"
"14.02.2022","812,93","810,01","815,55","807,60","0,48%"
"11.02.2022","809,03","805,25","810,82","800,96","0,68%"
"10.02.2022","803,60","813,30","813,70","796,84","-1,01%"
"09.02.2022","811,80","827,58","828,64","812,00","-1,79%"
"08.02.2022","826,60","824,68","829,54","819,75","0,31%"
"07.02.2022","824,08","828,50","831,20","824,11","-0,48%"
"04.02.2022","828,05","818,63","831,00","816,75","1,28%"
"03.02.2022","817,58","810,75","820,97","810,05","0,97%"
"02.02.2022","809,70","802,80","812,20","797,92","0,99%"
"01.02.2022","801,75","800,72","811,57","794,98","0,23%"
"31.01.2022","799,90","813,38","815,20","797,35","-1,56%"
"28.01.2022","812,55","805,24","816,05","805,24","1,01%"
"27.01.2022","804,42","803,00","806,08","793,23","0,25%"
"26.01.2022","802,40","799,96","803,08","795,61","0,43%"
"25.01.2022","798,98","807,35","810,16","798,77","-0,94%"
"24.01.2022","806,53","798,96","808,71","796,26","1,05%"
"21.01.2022","798,13","802,76","804,30","793,97","-0,47%"
"20.01.2022","801,93","809,01","809,70","800,90","-0,77%"
"19.01.2022","808,18","817,91","818,10","808,33","-1,09%"
"18.01.2022","817,08","822,51","828,05","813,55","-0,56%"
"17.01.2022","821,68","819,71","825,14","818,42","0,34%"
"14.01.2022","818,88","816,49","821,82","810,24","0,39%"
"13.01.2022","815,67","823,42","828,75","815,34","-0,89%"
"12.01.2022","822,97","828,25","829,74","822,55","-0,57%"
"11.01.2022","827,65","835,60","837,74","827,68","-0,88%"
"10.01.2022","835,00","828,30","838,45","824,20","0,93%"
"07.01.2022","827,33","837,60","837,75","826,33","-1,14%"
"06.01.2022","836,85","838,52","844,53","834,25","-0,12%"
"05.01.2022","837,86","847,43","848,50","833,32","-1,04%"
"04.01.2022","846,68","851,45","856,82","846,67","-0,53%"
"03.01.2022","851,15","852,00","853,91","842,70","0,01%"
"31.12.2021","851,10","852,00","852,24","851,38","0,00%"
"30.12.2021","851,10","849,38","855,09","840,37","0,34%"
"29.12.2021","848,25","854,99","855,41","843,05","-0,66%"
"28.12.2021","853,87","857,03","858,36","851,41","-0,25%"
"27.12.2021","856,05","865,13","865,55","856,09","-0,94%"
"24.12.2021","864,15","859,21","868,27","854,90","0,69%"
"23.12.2021","858,23","860,67","861,34","853,32","-0,22%"
"22.12.2021","860,15","871,72","871,72","860,32","-1,25%"
"21.12.2021","871,05","871,43","873,10","863,70","0,05%"
"20.12.2021","870,61","843,26","876,75","843,26","3,38%"
"17.12.2021","842,13","846,51","850,94","836,70","-0,44%"
"16.12.2021","845,83","851,30","852,35","845,10","-0,56%"
"15.12.2021","850,63","843,25","854,22","843,25","0,95%"
"14.12.2021","842,60","841,41","851,10","839,05","0,19%"
"13.12.2021","841,03","843,75","846,13","839,05","-0,23%"
"10.12.2021","843,00","849,05","853,69","841,00","-0,60%"
"09.12.2021","848,08","839,37","849,41","833,45","1,15%"
"08.12.2021","838,46","839,97","840,02","839,33","-0,10%"
"07.12.2021","839,30","846,13","847,25","834,86","-0,73%"
"06.12.2021","845,45","841,05","848,57","837,95","0,60%"
"03.12.2021","840,38","837,30","842,40","831,83","0,52%"
"02.12.2021","836,03","839,05","842,11","831,67","-0,30%"
"01.12.2021","838,53","827,38","839,09","818,50","1,43%"
"30.11.2021","826,70","843,99","849,25","826,50","-1,92%"
"29.11.2021","842,86","832,04","844,79","830,25","1,38%"
"26.11.2021","831,37","821,04","834,90","821,04","1,34%"
"25.11.2021","820,37","814,13","823,84","810,86","0,85%"
"24.11.2021","813,45","813,70","815,60","807,80","0,08%"
"23.11.2021","812,80","812,21","813,75","805,63","0,18%"
"22.11.2021","811,38","828,50","828,50","798,50","-2,01%"
"19.11.2021","828,05","832,66","838,57","825,79","-0,44%"
"18.11.2021","831,68","829,75","841,25","826,88","0,36%"
"17.11.2021","828,70","812,24","830,50","811,35","2,09%"
"16.11.2021","811,72","796,79","813,72","796,56","1,96%"
"15.11.2021","796,12","800,78","805,72","796,60","-0,48%"
"12.11.2021","799,95","794,16","802,42","793,00","0,85%"
"11.11.2021","793,18","794,92","796,10","788,34","-0,10%"
"10.11.2021","793,95","792,46","795,66","787,79","0,32%"
"09.11.2021","791,41","802,85","803,85","789,22","-1,36%"
"08.11.2021","802,33","811,42","811,83","801,05","-1,08%"
"05.11.2021","811,05","814,13","816,15","809,35","-0,34%"
"04.11.2021","813,83","812,91","817,53","812,34","0,16%"
"03.11.2021","812,53","812,68","818,80","809,95","0,03%"
"02.11.2021","812,31","811,50","817,09","810,70","0,14%"
"01.11.2021","811,20","813,50","813,64","810,97","-0,25%"
"29.10.2021","813,20","806,13","816,03","805,72","0,93%"
"28.10.2021","805,68","805,40","807,92","803,05","0,07%"
"27.10.2021","805,10","804,13","807,70","801,45","0,18%"
"26.10.2021","803,68","807,90","808,78","803,25","-0,46%"
"25.10.2021","807,37","815,85","815,85","805,54","-0,88%"
"22.10.2021","814,51","818,16","820,18","811,13","-0,38%"
"21.10.2021","817,63","814,05","819,78","813,65","0,50%"
"20.10.2021","813,60","810,50","814,95","809,03","0,40%"
"19.10.2021","810,35","817,13","818,50","809,41","-0,78%"
"18.10.2021","816,75","823,75","826,15","816,00","-0,81%"
"15.10.2021","823,45","825,92","832,99","820,97","-0,26%"
"14.10.2021","825,62","815,21","826,45","806,41","1,32%"
"13.10.2021","814,83","823,16","824,55","814,74","-0,97%"
"12.10.2021","822,78","824,45","831,43","818,27","-0,15%"
"11.10.2021","824,00","824,45","824,45","824,45","0,00%"
"08.10.2021","824,00","812,26","826,45","809,72","1,49%"
"07.10.2021","811,88","813,16","816,84","809,64","-0,13%"
"06.10.2021","812,93","811,20","818,88","811,20","0,25%"
"05.10.2021","810,90","805,85","814,15","805,85","0,65%"
"04.10.2021","805,63","803,26","809,90","801,04","0,32%"
"01.10.2021","803,03","810,83","810,83","800,40","-0,93%"
"30.09.2021","810,53","810,00","816,36","807,45","0,10%"
"29.09.2021","809,70","802,67","812,60","798,85","0,91%"
"28.09.2021","802,37","793,50","803,90","793,35","1,16%"
"27.09.2021","793,20","792,83","798,48","792,59","0,10%"
"24.09.2021","792,38","785,39","794,83","785,37","0,95%"
"23.09.2021","784,94","787,60","790,50","783,20","-0,28%"
"22.09.2021","787,15","786,05","789,59","780,91","0,20%"
"21.09.2021","785,60","789,00","789,00","782,55","-0,37%"
"20.09.2021","788,55","784,51","792,35","784,51","0,56%"
"17.09.2021","784,13","783,63","785,01","782,84","0,11%"
"16.09.2021","783,25","778,04","784,51","777,43","0,72%"
"15.09.2021","777,67","783,76","786,05","777,46","-0,73%"
"14.09.2021","783,38","785,05","788,40","780,74","-0,17%"
"13.09.2021","784,68","788,46","791,75","781,02","-0,43%"
"10.09.2021","788,08","793,40","793,40","786,76","-0,61%"
"09.09.2021","792,90","787,68","794,99","784,95","0,76%"
"08.09.2021","786,93","780,78","791,83","780,78","0,85%"
"07.09.2021","780,28","772,73","783,12","772,72","1,04%"
"06.09.2021","772,23","766,55","774,70","765,60","0,81%"
"03.09.2021","766,05","768,25","769,08","762,75","-0,21%"
"02.09.2021","767,65","771,31","773,15","764,85","-0,40%"
"01.09.2021","770,71","773,23","774,15","761,85","-0,25%"
"31.08.2021","772,63","782,60","783,05","771,15","-1,20%"
"30.08.2021","782,00","782,98","784,00","778,45","-0,05%"
"27.08.2021","782,38","786,91","788,40","781,61","-0,49%"
"26.08.2021","786,21","783,97","787,33","782,86","0,38%"
"25.08.2021","783,27","782,57","785,57","780,83","0,18%"
"24.08.2021","781,87","784,38","784,53","779,62","-0,23%"
"23.08.2021","783,68","786,63","787,05","780,29","-0,29%"
"20.08.2021","785,93","786,51","793,26","783,49","0,04%"
"19.08.2021","785,63","787,71","795,65","785,99","-0,15%"
"18.08.2021","786,83","789,97","791,65","783,50","-0,36%"
"17.08.2021","789,70","786,78","793,36","785,77","0,44%"
"16.08.2021","786,25","775,99","789,81","775,14","1,39%"
"13.08.2021","775,47","774,80","777,36","770,84","0,15%"
"12.08.2021","774,28","771,41","776,56","768,16","0,43%"
"11.08.2021","770,97","779,01","780,34","769,64","-0,95%"
"10.08.2021","778,33","785,66","785,73","774,54","-0,85%"
"09.08.2021","784,98","788,25","796,13","782,08","-0,34%"
"06.08.2021","787,65","777,99","790,48","774,45","1,30%"
"05.08.2021","777,54","774,34","781,14","770,45","0,47%"
"04.08.2021","773,89","775,80","779,53","771,49","-0,19%"
"03.08.2021","775,40","768,45","782,40","766,42","0,96%"
"02.08.2021","768,00","756,65","770,38","752,92","1,56%"
"30.07.2021","756,20","760,28","762,72","756,65","-0,48%"
"29.07.2021","759,83","761,90","762,17","756,14","-0,21%"
"28.07.2021","761,45","767,96","772,91","761,61","-0,79%"
"27.07.2021","767,51","760,17","768,23","757,53","1,03%"
"26.07.2021","759,72","762,21","768,07","758,07","-0,27%"
"23.07.2021","761,76","753,88","762,73","752,27","1,12%"
"22.07.2021","753,35","752,71","754,88","747,46","0,16%"
"21.07.2021","752,18","758,25","761,45","748,00","-0,74%"
"20.07.2021","757,80","760,25","763,03","752,44","-0,22%"
"19.07.2021","759,50","756,02","763,83","751,75","0,24%"
"16.07.2021","757,65","756,95","758,80","755,70","0,15%"
"15.07.2021","756,50","745,13","758,45","744,94","1,59%"
"14.07.2021","744,68","749,72","750,64","743,49","-0,61%"
"13.07.2021","749,27","743,70","750,55","743,20","0,82%"
"12.07.2021","743,17","748,76","754,29","741,34","-0,70%"
"09.07.2021","748,38","753,41","753,41","745,59","-0,55%"
"08.07.2021","752,50","749,10","759,61","746,10","0,50%"
"07.07.2021","748,73","747,94","756,59","742,90","0,30%"
"06.07.2021","746,50","736,38","749,50","732,89","1,47%"
"05.07.2021","735,70","734,45","738,19","731,19","0,25%"
"02.07.2021","733,85","740,52","743,40","730,60","-0,82%"
"01.07.2021","739,92","732,30","742,91","727,42","1,12%"
"30.06.2021","731,70","727,70","735,70","721,89","0,76%"
"29.06.2021","726,20","735,05","740,07","726,30","-1,12%"
"28.06.2021","734,45","733,20","735,05","732,83","0,25%"
"25.06.2021","732,60","734,01","734,46","728,11","-0,11%"
"24.06.2021","733,41","736,13","736,13","727,08","-0,29%"
"23.06.2021","735,53","741,43","741,97","732,01","-0,72%"
"22.06.2021","740,90","747,60","757,80","739,36","-0,82%"
"21.06.2021","747,00","748,65","749,23","746,10","-0,14%"
"18.06.2021","748,05","738,48","749,92","736,39","1,38%"
"17.06.2021","737,88","730,24","738,93","730,24","1,12%"
"16.06.2021","729,72","727,07","730,79","724,18","0,44%"
"15.06.2021","726,54","719,38","727,91","719,21","1,07%"
"14.06.2021","718,85","722,03","723,35","715,96","-0,37%"
"11.06.2021","721,50","719,80","723,40","717,54","0,31%"
"10.06.2021","719,28","719,91","723,41","717,28","-0,01%"
"09.06.2021","719,38","717,66","721,86","714,49","0,21%"
"08.06.2021","717,90","716,41","719,88","713,62","0,28%"
"07.06.2021","715,88","718,33","719,47","714,24","-0,27%"
"04.06.2021","717,80","718,95","719,66","713,84","-0,10%"
"03.06.2021","718,50","718,50","723,70","716,79","-0,08%"
"02.06.2021","719,10","728,46","730,58","716,10","-1,22%"
"01.06.2021","728,01","722,88","729,40","718,18","0,77%"
"31.05.2021","722,43","724,50","725,58","720,08","-0,22%"
"28.05.2021","724,05","724,67","728,40","722,10","-0,02%"
"27.05.2021","724,22","730,05","733,07","724,44","-0,74%"
"26.05.2021","729,60","733,96","735,20","728,50","-0,59%"
"25.05.2021","733,90","729,80","738,17","729,80","0,62%"
"24.05.2021","729,35","721,05","731,55","719,09","1,21%"
"21.05.2021","720,60","721,17","721,18","718,13","-0,02%"
"20.05.2021","720,72","715,13","721,75","710,65","0,85%"
"19.05.2021","714,68","712,42","719,54","711,54","0,18%"
"18.05.2021","713,40","715,55","716,75","710,41","-0,20%"
"17.05.2021","714,80","699,78","725,39","696,95","2,21%"
"14.05.2021","699,33","707,75","707,92","698,74","-1,13%"
"13.05.2021","707,30","707,35","711,09","704,46","-0,07%"
"12.05.2021","707,80","702,53","708,95","702,06","0,81%"
"11.05.2021","702,08","696,93","703,19","694,80","0,80%"
"10.05.2021","696,48","695,41","697,25","690,28","0,23%"
"07.05.2021","694,88","700,15","700,15","692,03","-0,69%"
"06.05.2021","699,70","705,10","705,17","698,75","-0,70%"
"05.05.2021","704,65","703,75","705,65","698,66","0,19%"
"04.05.2021","703,30","704,35","707,78","700,42","-0,09%"
"03.05.2021","703,90","710,75","711,75","702,88","-0,90%"
"30.04.2021","710,30","709,38","715,32","705,60","0,18%"
"29.04.2021","709,00","696,23","711,20","693,95","1,88%"
"28.04.2021","695,93","702,00","703,82","695,82","-0,78%"
"27.04.2021","701,40","705,05","705,59","698,74","-0,48%"
"26.04.2021","704,75","713,40","713,75","703,32","-1,17%"
"23.04.2021","713,10","706,83","715,42","703,50","0,93%"
"22.04.2021","706,53","698,15","709,00","697,47","1,24%"
"21.04.2021","697,85","697,00","699,00","693,33","0,21%"
"20.04.2021","696,40","700,58","703,00","694,17","-0,57%"
"19.04.2021","700,40","702,75","703,90","698,75","-0,29%"
"16.04.2021","702,45","698,48","705,50","697,77","0,59%"
"15.04.2021","698,33","709,61","709,61","697,97","-1,49%"
"14.04.2021","708,90","708,08","710,70","704,22","0,14%"
"13.04.2021","707,93","713,31","714,60","706,15","-0,73%"
"12.04.2021","713,16","710,60","715,47","705,72","0,38%"
"09.04.2021","710,45","708,23","713,40","707,11","0,34%"
"08.04.2021","708,06","713,66","714,15","704,78","-0,76%"
"07.04.2021","713,49","717,88","718,52","711,36","-0,58%"
"06.04.2021","717,68","721,51","722,75","715,92","-0,51%"
"05.04.2021","721,38","717,13","724,00","710,70","0,66%"
"02.04.2021","716,63","717,13","717,27","716,25","0,00%"
"01.04.2021","716,63","720,45","721,15","713,40","-0,50%"
"31.03.2021","720,20","729,30","729,30","717,53","-1,20%"
"30.03.2021","728,93","734,05","737,48","727,58","-0,65%"
"29.03.2021","733,68","732,85","740,42","729,93","0,14%"
"26.03.2021","732,63","725,22","733,51","723,48","1,07%"
"25.03.2021","724,90","727,70","734,75","724,45","-0,33%"
"24.03.2021","727,32","723,07","728,73","719,17","0,64%"
"23.03.2021","722,69","716,80","724,44","716,80","0,87%"
"22.03.2021","716,43","713,30","720,69","712,97","0,47%"
"19.03.2021","713,08","720,60","722,73","712,71","-0,99%"
"18.03.2021","720,23","722,45","731,10","717,69","-0,29%"
"17.03.2021","722,30","727,76","733,68","721,70","-0,73%"
"16.03.2021","727,58","723,10","730,47","721,21","0,69%"
"15.03.2021","722,60","724,03","724,13","718,54","-0,15%"
"12.03.2021","723,65","713,30","724,54","713,30","1,50%"
"11.03.2021","712,93","724,38","724,38","712,69","-1,55%"
"10.03.2021","724,13","735,37","735,59","723,60","-1,46%"
"09.03.2021","734,87","736,51","737,84","728,94","-0,17%"
"08.03.2021","736,13","733,41","743,36","733,22","0,42%"
"05.03.2021","733,03","732,10","738,80","728,32","0,15%"
"04.03.2021","731,90","727,53","733,20","724,30","0,65%"
"03.03.2021","727,20","729,00","734,90","727,05","-0,22%"
"02.03.2021","728,79","722,92","733,17","720,40","0,86%"
"01.03.2021","722,55","723,89","725,34","718,16","-0,13%"
"26.02.2021","723,51","715,98","728,38","715,98","1,08%"
"25.02.2021","715,78","700,90","718,33","697,39","2,14%"
"24.02.2021","700,75","704,71","706,55","698,94","-0,51%"
"23.02.2021","704,33","706,97","708,53","704,09","-0,32%"
"22.02.2021","706,60","708,65","712,20","706,39","-0,25%"
"19.02.2021","708,40","710,98","710,98","703,85","-0,33%"
"18.02.2021","710,73","713,19","714,75","708,05","-0,31%"
"17.02.2021","712,94","718,58","722,84","712,44","-0,75%"
"16.02.2021","718,33","719,33","719,90","714,16","-0,05%"
"15.02.2021","718,70","721,75","722,10","715,57","-0,39%"
"12.02.2021","721,50","726,25","727,76","720,00","-0,59%"
"11.02.2021","725,75","725,13","727,25","719,78","0,12%"
"10.02.2021","724,88","734,67","734,67","723,45","-1,30%"
"09.02.2021","734,40","735,50","735,66","729,86","-0,11%"
"08.02.2021","735,20","739,01","740,18","732,63","-0,48%"
"05.02.2021","738,76","735,65","739,43","732,30","0,46%"
"04.02.2021","735,40","732,63","739,95","732,45","0,41%"
"03.02.2021","732,38","732,63","735,42","728,90","-0,01%"
"02.02.2021","732,44","733,75","739,13","730,39","-0,14%"
"01.02.2021","733,50","734,82","738,47","725,50","-0,15%"
"29.01.2021","734,59","735,96","738,79","731,26","-0,15%"
"28.01.2021","735,73","738,63","745,69","735,21","-0,35%"
"27.01.2021","738,33","733,20","740,58","732,33","0,73%"
"26.01.2021","732,95","732,97","734,22","727,31","0,03%"
"25.01.2021","732,75","727,60","736,59","723,65","0,74%"
"22.01.2021","727,38","717,38","729,33","717,38","1,43%"
"21.01.2021","717,15","722,09","722,09","710,99","-0,65%"
"20.01.2021","721,87","737,28","738,49","720,58","-2,05%"
"19.01.2021","737,00","734,00","739,10","728,32","0,48%"
"18.01.2021","733,50","734,80","739,54","732,13","-0,14%"
"15.01.2021","734,55","726,48","737,76","726,47","1,15%"
"14.01.2021","726,23","737,75","741,32","725,27","-1,49%"
"13.01.2021","737,25","725,00","745,82","724,08","1,72%"
"12.01.2021","724,75","719,48","729,33","716,85","0,77%"
"11.01.2021","719,23","712,13","721,50","712,04","1,03%"
"08.01.2021","711,88","712,78","715,06","707,60","-0,08%"
"07.01.2021","712,45","696,50","713,30","696,03","2,33%"
"06.01.2021","696,25","695,88","700,90","692,60","0,09%"
"05.01.2021","695,63","704,30","705,90","695,66","-1,20%"
"04.01.2021","704,05","710,50","710,92","700,84","-0,80%"
"01.01.2021","709,75","710,50","710,50","710,50","0,00%"
"31.12.2020","709,75","710,50","710,95","710,00","-0,04%"
"30.12.2020","710,00","715,35","715,39","707,45","-0,71%"
"29.12.2020","715,08","712,01","715,60","708,24","0,48%"
"28.12.2020","711,63","714,76","714,82","707,69","-0,38%"
"25.12.2020","714,38","714,76","714,76","714,76","0,00%"
"24.12.2020","714,38","714,08","715,03","705,49","0,10%"
"23.12.2020","713,70","722,70","722,70","712,42","-1,21%"
"22.12.2020","722,45","725,55","732,59","721,73","-0,36%"
"21.12.2020","725,05","725,26","736,79","724,75","-0,01%"
"18.12.2020","725,13","721,85","727,90","718,65","0,50%"
"17.12.2020","721,53","734,17","734,17","720,03","-1,67%"
"16.12.2020","733,80","736,13","737,61","731,96","-0,27%"
"15.12.2020","735,75","735,34","737,45","729,65","0,09%"
"14.12.2020","735,10","734,28","736,18","729,18","0,15%"
"11.12.2020","734,03","734,75","737,77","730,17","-0,06%"
"10.12.2020","734,50","743,20","743,20","733,68","-1,14%"
"09.12.2020","742,95","744,92","745,15","737,18","-0,18%"
"08.12.2020","744,30","745,22","745,38","741,73","-0,04%"
"07.12.2020","744,60","743,91","748,44","740,29","0,14%"
"04.12.2020","743,53","750,61","751,38","743,48","-0,91%"
"03.12.2020","750,36","755,97","756,00","749,89","-0,71%"
"02.12.2020","755,70","760,01","760,14","752,28","-0,52%"
"01.12.2020","759,68","763,42","763,42","757,16","-0,13%"
"30.11.2020","760,70","768,65","770,07","760,33","-0,97%"
"27.11.2020","768,15","766,35","769,32","761,97","0,40%"
"26.11.2020","765,10","764,80","768,33","763,17","0,07%"
"25.11.2020","764,60","773,80","775,12","764,39","-1,16%"
"24.11.2020","773,60","773,94","777,15","767,98","-0,02%"
"23.11.2020","773,74","764,13","774,32","759,10","1,28%"
"20.11.2020","763,93","759,16","766,34","753,47","0,66%"
"19.11.2020","758,93","758,30","762,41","757,29","0,11%"
"18.11.2020","758,08","763,21","764,00","756,18","-0,64%"
"17.11.2020","762,98","766,53","770,43","762,96","-0,41%"
"16.11.2020","766,10","767,08","771,05","762,83","-0,09%"
"13.11.2020","766,80","761,08","769,76","761,05","0,80%"
"12.11.2020","760,75","754,70","761,64","752,85","0,87%"
"11.11.2020","754,20","754,73","760,23","750,08","-0,00%"
"10.11.2020","754,23","757,55","763,67","754,38","-0,39%"
"09.11.2020","757,18","751,49","761,01","747,22","0,81%"
"06.11.2020","751,12","756,10","764,55","751,26","-0,61%"
"05.11.2020","755,73","754,15","757,22","747,51","0,27%"
"04.11.2020","753,70","759,50","764,13","753,10","-0,70%"
"03.11.2020","759,05","767,72","767,78","752,66","-1,09%"
"02.11.2020","767,40","773,30","773,58","766,01","-0,73%"
"30.10.2020","773,05","772,01","774,45","768,84","0,18%"
"29.10.2020","771,63","773,57","775,10","767,57","-0,22%"
"28.10.2020","773,32","773,00","779,35","772,92","0,07%"
"27.10.2020","772,75","775,28","775,28","767,97","-0,29%"
"26.10.2020","775,03","776,70","782,72","774,95","-0,06%"
"23.10.2020","775,50","778,73","780,53","774,75","-0,38%"
"22.10.2020","778,48","783,01","787,85","777,92","-0,56%"
"21.10.2020","782,83","785,97","786,60","781,42","-0,38%"
"20.10.2020","785,79","787,58","789,11","783,15","-0,20%"
"19.10.2020","787,38","793,50","796,39","785,15","-0,75%"
"16.10.2020","793,30","804,10","804,28","793,50","-1,32%"
